date,market,account,brand,category,rep,goal,sales_volume,displays,pods,voids
2026-01-17,San Antonio,Kroger,Estate Ridge Cabernet,Beer,Alex Carter,169,193,1,13,1
2026-01-17,Dallas,Central Market,Gulf Tequila,Spirits,Alex Carter,122,145,0,18,0
2026-01-17,Austin,Kroger,Lone Star Vodka,Spirits,Taylor Morgan,69,60,0,13,3
2026-01-17,San Antonio,Market Street,Prairie Pinot Grigio,Beer,Casey Diaz,193,193,0,14,0
2026-01-17,Austin,Whole Foods,Prairie Pinot Grigio,Beer,Alex Carter,179,178,2,14,1
2026-01-17,San Antonio,Central Market,Gulf Tequila,Beer,Taylor Morgan,167,166,1,12,2
2026-01-17,Dallas,Market Street,Estate Ridge Cabernet,Beer,Riley Brooks,191,204,1,17,2
2026-01-17,Dallas,Central Market,Prairie Pinot Grigio,Wine,Jamie Patel,126,131,0,12,0
2026-01-17,Austin,Whole Foods,Prairie Pinot Grigio,Wine,Taylor Morgan,145,165,2,14,1
2026-01-17,Houston,Tom Thumb,Hill Country IPA,Beer,Taylor Morgan,215,190,0,11,1
2026-01-17,Dallas,Central Market,Estate Ridge Cabernet,Wine,Jordan Lee,126,113,3,6,0
2026-01-17,San Antonio,Kroger,Prairie Pinot Grigio,Spirits,Taylor Morgan,133,149,1,11,1
2026-01-17,San Antonio,Kroger,Gulf Tequila,Wine,Sam Nguyen,133,99,1,13,2
2026-01-17,Dallas,Kroger,Estate Ridge Cabernet,Spirits,Sam Nguyen,126,147,2,16,2
2026-01-17,Houston,Tom Thumb,Lone Star Vodka,Beer,Sam Nguyen,186,170,0,12,0
2026-01-17,Dallas,Whole Foods,Hill Country IPA,Beer,Alex Carter,156,127,2,11,1
2026-01-17,Dallas,Tom Thumb,Estate Ridge Cabernet,Beer,Drew Kim,185,193,2,14,0
2026-01-17,Austin,Market Street,Prairie Pinot Grigio,Wine,Taylor Morgan,149,174,2,13,0
2026-01-17,Austin,Market Street,Prairie Pinot Grigio,Spirits,Alex Carter,125,117,0,11,0
2026-01-17,Houston,Kroger,Hill Country IPA,Spirits,Sam Nguyen,120,120,0,12,0
2026-01-17,Austin,Central Market,Gulf Tequila,Spirits,Drew Kim,106,105,1,17,0
2026-01-17,Houston,Central Market,Gulf Tequila,Beer,Jamie Patel,194,232,2,14,0
2026-01-17,Austin,Whole Foods,Hill Country IPA,Wine,Casey Diaz,131,123,0,16,2
2026-01-17,San Antonio,Market Street,Gulf Tequila,Beer,Casey Diaz,197,193,1,11,0
2026-01-17,Houston,Kroger,Prairie Pinot Grigio,Wine,Jordan Lee,145,150,1,13,1
2026-01-17,Austin,Central Market,Gulf Tequila,Spirits,Jamie Patel,103,106,1,13,1
2026-01-17,Dallas,Whole Foods,Lone Star Vodka,Beer,Taylor Morgan,169,132,0,15,0
2026-01-17,Houston,Market Street,Gulf Tequila,Spirits,Taylor Morgan,149,122,0,10,4
2026-01-18,Dallas,Kroger,Prairie Pinot Grigio,Spirits,Casey Diaz,112,93,0,9,0
2026-01-18,Houston,Kroger,Prairie Pinot Grigio,Beer,Casey Diaz,200,203,0,17,0
2026-01-18,Houston,Tom Thumb,Lone Star Vodka,Wine,Drew Kim,153,140,0,10,1
2026-01-18,Houston,Whole Foods,Hill Country IPA,Beer,Taylor Morgan,235,236,0,10,1
2026-01-18,San Antonio,Market Street,Estate Ridge Cabernet,Beer,Taylor Morgan,211,246,1,15,0
2026-01-18,San Antonio,Central Market,Estate Ridge Cabernet,Spirits,Taylor Morgan,122,134,1,11,0
2026-01-18,Austin,Kroger,Lone Star Vodka,Spirits,Jamie Patel,115,123,1,4,1
2026-01-18,Dallas,Central Market,Hill Country IPA,Spirits,Sam Nguyen,112,84,0,17,3
2026-01-18,San Antonio,Central Market,Gulf Tequila,Spirits,Jamie Patel,136,140,3,16,1
2026-01-18,San Antonio,Kroger,Prairie Pinot Grigio,Spirits,Jamie Patel,142,141,0,7,3
2026-01-18,Houston,Tom Thumb,Prairie Pinot Grigio,Beer,Jordan Lee,204,150,0,13,0
2026-01-18,Austin,Kroger,Prairie Pinot Grigio,Beer,Alex Carter,208,210,1,11,1
2026-01-18,Dallas,Tom Thumb,Prairie Pinot Grigio,Spirits,Drew Kim,122,144,2,16,0
2026-01-18,San Antonio,Whole Foods,Estate Ridge Cabernet,Spirits,Casey Diaz,106,103,0,14,0
2026-01-18,San Antonio,Market Street,Estate Ridge Cabernet,Spirits,Jamie Patel,158,192,2,11,1
2026-01-18,Austin,Whole Foods,Lone Star Vodka,Beer,Taylor Morgan,190,184,1,12,3
2026-01-18,Houston,Central Market,Prairie Pinot Grigio,Wine,Riley Brooks,154,138,0,11,2
2026-01-18,Austin,Market Street,Lone Star Vodka,Wine,Sam Nguyen,144,135,0,12,1
2026-01-18,Houston,Kroger,Prairie Pinot Grigio,Spirits,Jordan Lee,119,127,1,12,1
2026-01-18,Austin,Kroger,Gulf Tequila,Spirits,Alex Carter,93,120,3,16,0
2026-01-18,Houston,Tom Thumb,Prairie Pinot Grigio,Wine,Casey Diaz,166,169,1,18,2
2026-01-18,San Antonio,Whole Foods,Hill Country IPA,Wine,Drew Kim,160,145,3,10,0
2026-01-18,Houston,Whole Foods,Prairie Pinot Grigio,Spirits,Taylor Morgan,125,141,1,13,3
2026-01-18,Dallas,Market Street,Hill Country IPA,Spirits,Drew Kim,106,126,2,10,2
2026-01-18,Houston,Whole Foods,Gulf Tequila,Spirits,Alex Carter,134,145,0,10,2
2026-01-18,Houston,Tom Thumb,Estate Ridge Cabernet,Spirits,Drew Kim,137,123,2,14,1
2026-01-18,Austin,Kroger,Prairie Pinot Grigio,Beer,Alex Carter,159,161,3,16,0
2026-01-18,Houston,Central Market,Gulf Tequila,Wine,Casey Diaz,166,178,1,6,1
2026-01-18,Dallas,Whole Foods,Estate Ridge Cabernet,Spirits,Drew Kim,153,189,1,12,0
2026-01-18,San Antonio,Kroger,Estate Ridge Cabernet,Wine,Jordan Lee,154,144,0,10,0
2026-01-18,Austin,Kroger,Hill Country IPA,Wine,Alex Carter,152,167,2,10,0
2026-01-18,Dallas,Whole Foods,Lone Star Vodka,Spirits,Sam Nguyen,116,150,2,16,0
2026-01-18,Dallas,Whole Foods,Estate Ridge Cabernet,Beer,Jamie Patel,176,171,1,11,4
2026-01-18,Houston,Kroger,Gulf Tequila,Spirits,Riley Brooks,128,114,0,13,1
2026-01-18,San Antonio,Central Market,Prairie Pinot Grigio,Beer,Casey Diaz,188,226,1,12,0
2026-01-18,Dallas,Central Market,Lone Star Vodka,Beer,Sam Nguyen,171,165,1,17,0
2026-01-18,San Antonio,Tom Thumb,Hill Country IPA,Wine,Jamie Patel,124,144,1,11,0
2026-01-18,Dallas,Whole Foods,Lone Star Vodka,Beer,Alex Carter,141,127,0,14,0
2026-01-18,Houston,Whole Foods,Estate Ridge Cabernet,Wine,Alex Carter,160,128,1,13,0
2026-01-18,Austin,Kroger,Gulf Tequila,Wine,Riley Brooks,131,128,2,12,1
2026-01-18,San Antonio,Whole Foods,Lone Star Vodka,Wine,Casey Diaz,177,202,2,12,2
2026-01-18,Houston,Central Market,Estate Ridge Cabernet,Spirits,Sam Nguyen,132,150,1,12,1
2026-01-18,Houston,Whole Foods,Hill Country IPA,Spirits,Jamie Patel,126,87,0,18,2
2026-01-18,San Antonio,Whole Foods,Hill Country IPA,Beer,Sam Nguyen,190,173,0,13,1
2026-01-18,Houston,Tom Thumb,Prairie Pinot Grigio,Spirits,Riley Brooks,123,119,1,13,1
2026-01-18,Dallas,Market Street,Prairie Pinot Grigio,Spirits,Casey Diaz,105,134,2,16,1
2026-01-18,San Antonio,Central Market,Prairie Pinot Grigio,Spirits,Drew Kim,117,122,1,11,0
2026-01-18,San Antonio,Central Market,Lone Star Vodka,Spirits,Sam Nguyen,132,139,1,7,2
2026-01-18,Austin,Market Street,Hill Country IPA,Spirits,Alex Carter,117,122,0,10,0
2026-01-18,Houston,Tom Thumb,Estate Ridge Cabernet,Wine,Sam Nguyen,130,174,3,11,0
2026-01-18,Austin,Tom Thumb,Lone Star Vodka,Spirits,Jordan Lee,125,174,2,17,1
2026-01-18,Dallas,Kroger,Lone Star Vodka,Wine,Jordan Lee,128,113,0,12,2
2026-01-18,Austin,Whole Foods,Estate Ridge Cabernet,Beer,Drew Kim,202,225,1,16,0
2026-01-18,San Antonio,Market Street,Lone Star Vodka,Wine,Riley Brooks,156,194,2,12,2
2026-01-18,Dallas,Kroger,Prairie Pinot Grigio,Spirits,Sam Nguyen,122,111,1,7,1
2026-01-18,Dallas,Whole Foods,Estate Ridge Cabernet,Spirits,Casey Diaz,125,120,1,7,3
2026-01-18,Dallas,Market Street,Prairie Pinot Grigio,Beer,Jordan Lee,177,140,0,14,0
2026-01-18,Dallas,Tom Thumb,Hill Country IPA,Beer,Drew Kim,148,145,1,9,0
2026-01-18,San Antonio,Whole Foods,Prairie Pinot Grigio,Wine,Casey Diaz,143,166,2,17,0
2026-01-18,San Antonio,Market Street,Hill Country IPA,Beer,Jordan Lee,205,203,2,8,2
2026-01-18,Dallas,Kroger,Prairie Pinot Grigio,Spirits,Alex Carter,93,96,1,13,2
2026-01-18,Dallas,Whole Foods,Gulf Tequila,Wine,Taylor Morgan,121,97,1,10,1
2026-01-18,Austin,Kroger,Gulf Tequila,Wine,Jamie Patel,127,120,0,17,1
2026-01-18,Austin,Kroger,Prairie Pinot Grigio,Spirits,Casey Diaz,107,99,0,10,4
2026-01-18,Houston,Whole Foods,Gulf Tequila,Wine,Riley Brooks,169,216,1,8,1
2026-01-18,Austin,Whole Foods,Gulf Tequila,Spirits,Riley Brooks,127,167,2,17,3
2026-01-18,Dallas,Market Street,Prairie Pinot Grigio,Wine,Alex Carter,149,125,1,14,2
2026-01-18,San Antonio,Kroger,Estate Ridge Cabernet,Beer,Casey Diaz,189,178,0,6,0
2026-01-18,Dallas,Market Street,Gulf Tequila,Spirits,Alex Carter,102,71,0,12,1
2026-01-18,San Antonio,Central Market,Prairie Pinot Grigio,Beer,Casey Diaz,176,180,2,14,2
2026-01-18,Houston,Kroger,Estate Ridge Cabernet,Spirits,Alex Carter,130,148,1,8,0
2026-01-18,Austin,Central Market,Estate Ridge Cabernet,Beer,Taylor Morgan,167,221,3,15,0
2026-01-18,Austin,Whole Foods,Gulf Tequila,Wine,Riley Brooks,137,110,0,13,2
2026-01-18,Houston,Whole Foods,Estate Ridge Cabernet,Beer,Alex Carter,198,213,2,13,0
2026-01-18,San Antonio,Market Street,Gulf Tequila,Spirits,Drew Kim,136,161,2,11,3
2026-01-18,San Antonio,Whole Foods,Lone Star Vodka,Beer,Casey Diaz,208,204,1,17,0
2026-01-18,Austin,Tom Thumb,Gulf Tequila,Wine,Alex Carter,136,85,0,12,1
2026-01-18,San Antonio,Kroger,Estate Ridge Cabernet,Spirits,Sam Nguyen,103,109,2,10,1
2026-01-18,Houston,Whole Foods,Lone Star Vodka,Beer,Drew Kim,205,212,2,13,2
2026-01-18,Houston,Tom Thumb,Gulf Tequila,Wine,Casey Diaz,150,122,0,12,0
2026-01-18,Austin,Kroger,Lone Star Vodka,Beer,Casey Diaz,186,204,1,18,0
2026-01-18,Austin,Central Market,Hill Country IPA,Beer,Riley Brooks,161,144,0,10,3
2026-01-18,Austin,Kroger,Hill Country IPA,Spirits,Jordan Lee,101,81,0,12,2
2026-01-18,San Antonio,Whole Foods,Prairie Pinot Grigio,Spirits,Jordan Lee,154,144,0,13,0
2026-01-18,Houston,Market Street,Lone Star Vodka,Beer,Sam Nguyen,216,197,1,11,1
2026-01-18,San Antonio,Tom Thumb,Lone Star Vodka,Wine,Alex Carter,131,159,1,6,0
2026-01-18,Houston,Tom Thumb,Gulf Tequila,Spirits,Jordan Lee,121,126,1,16,1
2026-01-18,Houston,Central Market,Hill Country IPA,Wine,Sam Nguyen,163,157,0,8,0
2026-01-18,San Antonio,Central Market,Prairie Pinot Grigio,Wine,Drew Kim,136,146,1,11,0
2026-01-18,Austin,Kroger,Gulf Tequila,Beer,Riley Brooks,165,150,0,13,2
2026-01-18,Dallas,Central Market,Hill Country IPA,Spirits,Alex Carter,132,128,1,12,0
2026-01-18,San Antonio,Tom Thumb,Lone Star Vodka,Spirits,Riley Brooks,130,106,0,10,1
2026-01-18,Dallas,Kroger,Hill Country IPA,Wine,Drew Kim,117,107,0,8,2
2026-01-18,Austin,Whole Foods,Prairie Pinot Grigio,Wine,Sam Nguyen,160,159,0,15,1
2026-01-18,Austin,Whole Foods,Hill Country IPA,Wine,Alex Carter,144,135,1,8,0
2026-01-18,Austin,Central Market,Hill Country IPA,Spirits,Casey Diaz,117,115,0,6,0
2026-01-18,Houston,Whole Foods,Estate Ridge Cabernet,Beer,Casey Diaz,181,186,1,11,1
2026-01-18,San Antonio,Market Street,Gulf Tequila,Spirits,Casey Diaz,156,130,0,14,1
2026-01-18,Houston,Kroger,Prairie Pinot Grigio,Spirits,Casey Diaz,142,152,1,11,1
2026-01-18,San Antonio,Kroger,Estate Ridge Cabernet,Wine,Jordan Lee,154,185,3,7,0
2026-01-19,Dallas,Kroger,Hill Country IPA,Spirits,Sam Nguyen,117,126,1,16,1
2026-01-19,Austin,Central Market,Estate Ridge Cabernet,Beer,Taylor Morgan,188,194,3,11,1
2026-01-19,Houston,Central Market,Estate Ridge Cabernet,Spirits,Casey Diaz,128,119,0,14,0
2026-01-19,Austin,Whole Foods,Estate Ridge Cabernet,Wine,Alex Carter,150,144,0,10,1
2026-01-19,Houston,Central Market,Prairie Pinot Grigio,Spirits,Jordan Lee,137,145,0,12,0
2026-01-19,San Antonio,Central Market,Lone Star Vodka,Spirits,Alex Carter,117,128,2,9,3
2026-01-19,Austin,Kroger,Lone Star Vodka,Beer,Jordan Lee,165,180,2,8,0
2026-01-19,Austin,Whole Foods,Estate Ridge Cabernet,Wine,Drew Kim,121,120,2,16,2
2026-01-19,Houston,Market Street,Lone Star Vodka,Wine,Drew Kim,190,182,0,15,1
2026-01-19,Austin,Central Market,Lone Star Vodka,Wine,Jordan Lee,135,120,1,12,3
2026-01-19,Austin,Market Street,Lone Star Vodka,Wine,Jamie Patel,141,158,2,12,4
2026-01-19,Dallas,Whole Foods,Prairie Pinot Grigio,Wine,Jordan Lee,150,154,2,11,0
2026-01-19,San Antonio,Whole Foods,Lone Star Vodka,Beer,Jordan Lee,188,174,1,11,0
2026-01-19,Houston,Market Street,Estate Ridge Cabernet,Wine,Jamie Patel,172,160,1,14,2
2026-01-19,Dallas,Whole Foods,Estate Ridge Cabernet,Spirits,Jordan Lee,109,100,0,11,0
2026-01-19,Dallas,Kroger,Estate Ridge Cabernet,Wine,Drew Kim,122,142,3,16,2
2026-01-19,Houston,Central Market,Hill Country IPA,Spirits,Sam Nguyen,126,165,3,10,2
2026-01-19,Dallas,Market Street,Estate Ridge Cabernet,Spirits,Taylor Morgan,108,124,2,17,1
2026-01-19,Houston,Market Street,Gulf Tequila,Beer,Alex Carter,210,217,1,11,1
2026-01-19,Dallas,Market Street,Gulf Tequila,Spirits,Taylor Morgan,101,114,1,16,1
2026-01-19,Dallas,Whole Foods,Lone Star Vodka,Wine,Sam Nguyen,128,128,1,16,0
2026-01-19,Houston,Tom Thumb,Prairie Pinot Grigio,Spirits,Sam Nguyen,145,120,0,15,0
2026-01-19,San Antonio,Market Street,Lone Star Vodka,Beer,Jamie Patel,199,223,2,7,2
2026-01-19,Dallas,Whole Foods,Lone Star Vodka,Wine,Alex Carter,143,156,2,12,2
2026-01-19,Austin,Market Street,Lone Star Vodka,Wine,Drew Kim,161,157,0,11,1
2026-01-19,San Antonio,Market Street,Prairie Pinot Grigio,Spirits,Riley Brooks,139,133,2,9,0
2026-01-19,Houston,Tom Thumb,Estate Ridge Cabernet,Beer,Casey Diaz,186,166,1,11,3
2026-01-19,Houston,Market Street,Gulf Tequila,Wine,Sam Nguyen,135,119,0,15,1
2026-01-19,Houston,Kroger,Estate Ridge Cabernet,Wine,Alex Carter,135,155,0,9,0
2026-01-19,Houston,Tom Thumb,Prairie Pinot Grigio,Spirits,Taylor Morgan,100,84,1,10,2
2026-01-19,Dallas,Tom Thumb,Estate Ridge Cabernet,Spirits,Taylor Morgan,104,95,0,17,2
2026-01-19,Austin,Central Market,Lone Star Vodka,Wine,Drew Kim,156,150,0,14,0
2026-01-19,San Antonio,Tom Thumb,Prairie Pinot Grigio,Wine,Casey Diaz,135,145,2,11,1
2026-01-19,Houston,Central Market,Prairie Pinot Grigio,Beer,Casey Diaz,199,235,1,12,1
2026-01-19,San Antonio,Kroger,Prairie Pinot Grigio,Wine,Jordan Lee,141,155,1,17,1
2026-01-19,Dallas,Central Market,Lone Star Vodka,Wine,Taylor Morgan,152,159,2,12,2
2026-01-19,Houston,Central Market,Estate Ridge Cabernet,Wine,Jordan Lee,149,195,4,15,0
2026-01-19,Houston,Market Street,Prairie Pinot Grigio,Spirits,Taylor Morgan,117,96,0,9,2
2026-01-19,Austin,Central Market,Estate Ridge Cabernet,Spirits,Taylor Morgan,130,171,3,15,0
2026-01-19,Dallas,Tom Thumb,Prairie Pinot Grigio,Beer,Taylor Morgan,139,152,1,15,1
2026-01-19,Austin,Whole Foods,Prairie Pinot Grigio,Wine,Drew Kim,140,101,0,13,2
2026-01-19,Houston,Central Market,Gulf Tequila,Spirits,Sam Nguyen,145,156,3,7,0
2026-01-19,Houston,Central Market,Lone Star Vodka,Beer,Riley Brooks,184,144,0,15,1
2026-01-19,San Antonio,Kroger,Prairie Pinot Grigio,Beer,Drew Kim,176,167,0,13,0
2026-01-19,Houston,Market Street,Prairie Pinot Grigio,Wine,Riley Brooks,177,175,1,12,1
2026-01-19,Dallas,Whole Foods,Hill Country IPA,Spirits,Drew Kim,88,98,1,13,0
2026-01-19,San Antonio,Central Market,Lone Star Vodka,Spirits,Drew Kim,125,105,1,13,0
2026-01-19,San Antonio,Kroger,Estate Ridge Cabernet,Beer,Sam Nguyen,198,211,1,12,0
2026-01-19,Austin,Whole Foods,Hill Country IPA,Spirits,Riley Brooks,143,145,1,10,3
2026-01-19,Dallas,Tom Thumb,Prairie Pinot Grigio,Wine,Drew Kim,144,144,1,13,0
2026-01-19,Houston,Tom Thumb,Hill Country IPA,Spirits,Taylor Morgan,99,104,2,11,2
2026-01-19,Dallas,Tom Thumb,Gulf Tequila,Wine,Sam Nguyen,106,130,2,9,0
2026-01-19,San Antonio,Tom Thumb,Gulf Tequila,Spirits,Sam Nguyen,131,121,0,13,0
2026-01-19,San Antonio,Whole Foods,Lone Star Vodka,Wine,Taylor Morgan,175,150,0,12,0
2026-01-19,Dallas,Market Street,Hill Country IPA,Beer,Jordan Lee,170,179,0,10,0
2026-01-19,San Antonio,Kroger,Estate Ridge Cabernet,Wine,Riley Brooks,173,211,1,12,0
2026-01-19,Austin,Central Market,Gulf Tequila,Beer,Sam Nguyen,181,204,1,13,1
2026-01-19,San Antonio,Whole Foods,Hill Country IPA,Wine,Jamie Patel,164,149,0,13,3
2026-01-19,San Antonio,Market Street,Hill Country IPA,Spirits,Jordan Lee,138,135,0,15,0
2026-01-19,Houston,Tom Thumb,Gulf Tequila,Beer,Jordan Lee,191,251,2,9,0
2026-01-19,Houston,Whole Foods,Estate Ridge Cabernet,Beer,Riley Brooks,226,182,0,13,2
2026-01-19,Houston,Whole Foods,Estate Ridge Cabernet,Spirits,Jordan Lee,135,137,0,12,1
2026-01-19,Dallas,Tom Thumb,Lone Star Vodka,Beer,Drew Kim,147,143,1,9,0
2026-01-19,Austin,Market Street,Lone Star Vodka,Spirits,Riley Brooks,133,112,1,15,3
2026-01-19,Houston,Tom Thumb,Prairie Pinot Grigio,Spirits,Jordan Lee,128,123,0,12,1
2026-01-19,Dallas,Kroger,Gulf Tequila,Wine,Alex Carter,111,103,0,11,0
2026-01-19,Houston,Kroger,Gulf Tequila,Wine,Alex Carter,145,177,2,14,2
2026-01-19,Dallas,Whole Foods,Estate Ridge Cabernet,Wine,Alex Carter,149,186,1,10,0
2026-01-19,Austin,Market Street,Hill Country IPA,Wine,Sam Nguyen,154,126,1,8,1
2026-01-19,San Antonio,Kroger,Estate Ridge Cabernet,Wine,Riley Brooks,152,187,1,7,1
2026-01-19,Houston,Tom Thumb,Estate Ridge Cabernet,Wine,Riley Brooks,148,152,2,11,1
2026-01-19,Austin,Tom Thumb,Lone Star Vodka,Wine,Sam Nguyen,122,87,0,15,0
2026-01-19,Austin,Central Market,Gulf Tequila,Spirits,Sam Nguyen,114,118,0,3,1
2026-01-19,San Antonio,Kroger,Estate Ridge Cabernet,Beer,Jamie Patel,192,165,0,11,0
2026-01-19,Dallas,Tom Thumb,Prairie Pinot Grigio,Spirits,Jamie Patel,97,128,1,15,0
2026-01-19,Austin,Tom Thumb,Gulf Tequila,Wine,Drew Kim,155,154,0,12,1
2026-01-19,Houston,Central Market,Hill Country IPA,Spirits,Jordan Lee,110,127,2,13,0
2026-01-19,Dallas,Whole Foods,Gulf Tequila,Wine,Drew Kim,112,100,1,4,2
2026-01-19,San Antonio,Market Street,Prairie Pinot Grigio,Wine,Riley Brooks,155,127,1,12,1
2026-01-19,San Antonio,Kroger,Hill Country IPA,Beer,Sam Nguyen,191,234,2,11,1
2026-01-19,San Antonio,Tom Thumb,Prairie Pinot Grigio,Spirits,Drew Kim,108,112,4,15,0
2026-01-19,Houston,Market Street,Hill Country IPA,Beer,Taylor Morgan,201,208,1,12,0
2026-01-19,Houston,Tom Thumb,Hill Country IPA,Spirits,Drew Kim,98,123,2,13,1
2026-01-19,Houston,Tom Thumb,Prairie Pinot Grigio,Beer,Sam Nguyen,176,170,0,16,0
2026-01-19,Austin,Kroger,Hill Country IPA,Spirits,Riley Brooks,112,89,2,13,1
2026-01-19,Dallas,Tom Thumb,Prairie Pinot Grigio,Spirits,Alex Carter,104,101,1,5,2
2026-01-19,Austin,Central Market,Hill Country IPA,Spirits,Jamie Patel,121,108,0,12,1
2026-01-19,Houston,Central Market,Hill Country IPA,Wine,Jamie Patel,153,144,0,15,2
2026-01-19,Dallas,Tom Thumb,Gulf Tequila,Beer,Drew Kim,135,145,1,15,1
2026-01-19,Dallas,Whole Foods,Estate Ridge Cabernet,Spirits,Drew Kim,119,134,0,16,0
2026-01-19,Houston,Whole Foods,Gulf Tequila,Wine,Casey Diaz,175,169,0,15,0
2026-01-19,San Antonio,Whole Foods,Lone Star Vodka,Wine,Taylor Morgan,124,109,1,10,2
2026-01-19,Austin,Kroger,Prairie Pinot Grigio,Spirits,Jamie Patel,96,81,0,16,0
2026-01-19,San Antonio,Tom Thumb,Lone Star Vodka,Spirits,Taylor Morgan,116,93,0,14,1
2026-01-19,San Antonio,Tom Thumb,Hill Country IPA,Beer,Casey Diaz,194,208,2,13,0
2026-01-19,Dallas,Central Market,Lone Star Vodka,Spirits,Taylor Morgan,120,94,1,9,1
2026-01-19,Dallas,Central Market,Prairie Pinot Grigio,Spirits,Jordan Lee,106,100,0,5,0
2026-01-19,Austin,Market Street,Prairie Pinot Grigio,Beer,Sam Nguyen,180,146,0,10,1
2026-01-19,Houston,Central Market,Prairie Pinot Grigio,Spirits,Taylor Morgan,143,164,2,10,0
2026-01-19,Houston,Central Market,Hill Country IPA,Beer,Riley Brooks,207,210,1,17,3
2026-01-20,Austin,Tom Thumb,Lone Star Vodka,Beer,Jamie Patel,162,178,2,14,2
2026-01-20,Austin,Market Street,Gulf Tequila,Beer,Sam Nguyen,208,235,2,14,4
2026-01-20,Austin,Whole Foods,Gulf Tequila,Beer,Riley Brooks,163,127,0,9,0
2026-01-20,Dallas,Central Market,Gulf Tequila,Spirits,Riley Brooks,126,116,0,12,0
2026-01-20,San Antonio,Central Market,Lone Star Vodka,Spirits,Jordan Lee,114,92,0,19,2
2026-01-20,Austin,Kroger,Estate Ridge Cabernet,Beer,Riley Brooks,186,177,1,13,0
2026-01-20,Austin,Tom Thumb,Gulf Tequila,Beer,Sam Nguyen,174,195,2,11,1
2026-01-20,Houston,Market Street,Hill Country IPA,Beer,Jordan Lee,220,197,1,11,0
2026-01-20,San Antonio,Tom Thumb,Prairie Pinot Grigio,Beer,Casey Diaz,151,162,1,8,1
2026-01-20,Dallas,Tom Thumb,Hill Country IPA,Beer,Riley Brooks,144,165,2,9,2
2026-01-20,Dallas,Tom Thumb,Lone Star Vodka,Wine,Sam Nguyen,116,111,0,10,1
2026-01-20,San Antonio,Market Street,Lone Star Vodka,Wine,Taylor Morgan,150,183,2,13,0
2026-01-20,San Antonio,Central Market,Lone Star Vodka,Wine,Sam Nguyen,170,185,1,13,1
2026-01-20,Houston,Kroger,Lone Star Vodka,Beer,Taylor Morgan,177,202,1,11,4
2026-01-20,Austin,Whole Foods,Hill Country IPA,Spirits,Drew Kim,111,118,0,17,0
2026-01-20,San Antonio,Kroger,Estate Ridge Cabernet,Wine,Jamie Patel,161,164,0,17,0
2026-01-20,San Antonio,Tom Thumb,Lone Star Vodka,Wine,Sam Nguyen,125,132,1,13,0
2026-01-20,Dallas,Central Market,Lone Star Vodka,Beer,Sam Nguyen,159,164,1,13,1
2026-01-20,Austin,Kroger,Gulf Tequila,Spirits,Taylor Morgan,116,107,0,8,2
2026-01-20,San Antonio,Central Market,Estate Ridge Cabernet,Wine,Riley Brooks,147,145,0,12,2
2026-01-20,Austin,Whole Foods,Estate Ridge Cabernet,Beer,Jamie Patel,189,166,0,9,0
2026-01-20,Dallas,Central Market,Estate Ridge Cabernet,Beer,Taylor Morgan,155,162,2,10,1
2026-01-20,Dallas,Whole Foods,Lone Star Vodka,Spirits,Jamie Patel,123,135,1,9,2
2026-01-20,Austin,Kroger,Gulf Tequila,Beer,Jordan Lee,180,144,0,12,3
2026-01-20,Houston,Market Street,Gulf Tequila,Wine,Drew Kim,184,160,1,8,3
2026-01-20,Austin,Central Market,Prairie Pinot Grigio,Beer,Jamie Patel,164,178,1,16,0
2026-01-20,Austin,Whole Foods,Gulf Tequila,Spirits,Drew Kim,137,112,0,10,1
2026-01-20,Dallas,Whole Foods,Gulf Tequila,Beer,Jamie Patel,171,176,2,15,1
2026-01-20,Dallas,Whole Foods,Lone Star Vodka,Beer,Alex Carter,180,198,2,15,2
2026-01-20,Austin,Kroger,Prairie Pinot Grigio,Beer,Riley Brooks,191,157,0,15,1
2026-01-20,Dallas,Whole Foods,Hill Country IPA,Wine,Jordan Lee,137,154,2,11,1
2026-01-20,Austin,Central Market,Lone Star Vodka,Wine,Jamie Patel,152,159,0,10,2
2026-01-20,San Antonio,Central Market,Lone Star Vodka,Wine,Jamie Patel,141,131,1,13,0
2026-01-20,Dallas,Central Market,Estate Ridge Cabernet,Wine,Alex Carter,139,114,0,13,1
2026-01-20,Dallas,Whole Foods,Prairie Pinot Grigio,Wine,Taylor Morgan,130,150,2,6,1
2026-01-20,Dallas,Tom Thumb,Prairie Pinot Grigio,Wine,Riley Brooks,95,80,0,10,1
2026-01-20,Austin,Whole Foods,Gulf Tequila,Wine,Taylor Morgan,165,172,0,10,0
2026-01-20,Dallas,Market Street,Prairie Pinot Grigio,Beer,Taylor Morgan,196,306,3,13,0
2026-01-20,Houston,Market Street,Prairie Pinot Grigio,Beer,Drew Kim,207,233,1,15,0
2026-01-20,Dallas,Whole Foods,Prairie Pinot Grigio,Wine,Casey Diaz,144,142,1,11,3
2026-01-20,San Antonio,Kroger,Hill Country IPA,Spirits,Jordan Lee,112,108,0,8,0
2026-01-20,San Antonio,Market Street,Lone Star Vodka,Spirits,Jamie Patel,150,113,0,11,1
2026-01-20,San Antonio,Tom Thumb,Hill Country IPA,Wine,Sam Nguyen,128,102,0,14,3
2026-01-20,Austin,Central Market,Estate Ridge Cabernet,Beer,Casey Diaz,183,213,3,9,1
2026-01-20,Houston,Market Street,Hill Country IPA,Wine,Casey Diaz,185,192,1,17,2
